f1ch1,f1ch2,f2ch1,f2ch2,f3ch1,f3ch2,f4ch1,f4ch2,Category
0.0005795616536710085,0.0006977007524540725,0.06580393788116995,0.06956304364658848,28,22,66,63,0
0.0005630763821925973,0.0007471524041102619,0.06816138865423564,0.07235550851163104,26,22,65,67,0
0.0005584810449302079,0.0007654942920724006,0.07082226387882255,0.07046654276369911,28,24,73,66,0
0.0005885003507566064,0.0008150120834309749,0.07238511845763114,0.08414448089310661,26,24,67,61,0
0.0005464489044678843,0.0008045129483808399,0.07265739715464138,0.08358943540248918,24,26,73,61,0
0.0005037907084397373,0.0007810375120925378,0.06668655662480259,0.0815633916591833,28,30,78,62,0
0.0005515952151478792,0.0007624138709979772,0.0704825456246815,0.08592141521685165,24,26,74,56,0
0.0005344708811706874,0.000704081005803036,0.06885509943674566,0.082291453858994,28,24,79,58,0
0.0005581421956791055,0.0007173973860008049,0.06976130734582063,0.08217985316159793,30,28,72,58,0
0.0006273307498887071,0.000694466339940477,0.07350621561026491,0.07750675462894185,20,30,66,62,0
0.0005356310500063439,0.000719456678363723,0.06301320905623777,0.07081234519148388,30,28,77,60,0
0.0005642034077405991,0.000780732238842685,0.06434319137553368,0.07393698138499415,24,22,76,58,0
0.0005094469221516314,0.0007058833784757535,0.05825968949858041,0.06595885169087688,24,18,80,63,0
0.0005288814080787518,0.000718505515605572,0.05621502978488943,0.07274155765958962,28,28,74,61,0
0.0005362126446561255,0.0006774819310545628,0.05799979567059109,0.07337520814109827,20,26,69,59,0
0.0004723123833136141,0.0006187319007973107,0.05395898776948839,0.0657198672568099,20,26,64,64,0
0.00047871075692778166,0.0006263255670081755,0.05298760713088235,0.06749081472847573,20,28,65,59,0
0.0004470360994143028,0.0006754604520241655,0.05283320163498414,0.06098464719226246,24,26,71,60,0
0.0004510255206040011,0.0005806094224882083,0.05099122119041097,0.06100045185294976,30,28,70,61,0
0.0004113994212642228,0.0005506690194021255,0.05038396539929997,0.060560903226409696,30,28,68,66,0
0.00040002771825848276,0.0005699701076258514,0.05207473980886327,0.06411477482886399,34,26,74,63,0
0.00039398182464764933,0.0005981492703669635,0.05105368782176072,0.06786553821071667,30,24,75,57,0
0.00039793293497406327,0.0006697433728044543,0.05001888932968885,0.06679557415305351,24,22,81,56,0
0.0004943202211579296,0.0006331219104991613,0.053356643902066306,0.06818937206997264,28,24,74,55,0
0.0004914577519319247,0.0006187017457135018,0.05297393707248099,0.06472450166541946,30,24,77,55,0
0.0005020775799400599,0.0006293771876000498,0.0547595479708562,0.06376663306612368,32,24,70,53,0
0.0005108381113100112,0.0005490417453846146,0.057994391731579296,0.06461506978913781,28,26,70,59,0
0.0004714358864745681,0.0005244687069095638,0.06150513761623461,0.06401120948200176,40,24,73,56,0
0.000453755639513457,0.0005473750089247282,0.0617311968438824,0.06809060967300608,34,32,73,55,0
0.0004229757334543851,0.0004890205062502987,0.060809223378258136,0.061139347354629905,36,28,69,59,0
0.00041845490430647623,0.0005671070407293678,0.056933481119949135,0.05928979151850978,28,30,63,57,0
0.00037103906092295595,0.0005592092791348286,0.049477871167985375,0.05542106607116408,26,22,66,64,0
0.00036292313560215263,0.0005495595495235759,0.05003898192027572,0.05014110457652837,28,22,59,67,0
0.0003827817872066714,0.0005789912227529097,0.05152343582399374,0.055828507840662234,34,26,62,64,0
0.00037047334206321344,0.0006128091194963292,0.04949225787856208,0.05742526586648526,36,26,66,63,0
0.0004226612872007365,0.0006443497281427812,0.052232565059025064,0.05754484319353805,40,26,66,62,0
0.00044624921486788717,0.0005373779398735618,0.05115277178081663,0.05434576896533313,32,26,68,60,0
0.0004186305529536414,0.0005171750570366191,0.048580391594817716,0.05219804245742323,32,26,66,50,0
0.00043455759493968066,0.0004646415379539019,0.050385381166488594,0.046850704546836326,30,26,59,60,0
0.000700539262396723,0.0006118980366619596,0.062334858099610126,0.05888409028003415,16,20,72,56,0
0.0007020582316277792,0.0006529665330441918,0.06370871380481131,0.06859442444151351,20,22,71,57,0
0.0007293462898027918,0.0006612656211661867,0.06546855213732052,0.07345227664674553,12,22,64,59,0
0.0004494742904703531,0.0006081429101736764,0.06047875862910003,0.07906070203272283,34,24,69,58,0
0.00041992291794976637,0.0006866663591578061,0.05867891754177309,0.08075536100151975,40,30,67,57,0
0.00037035219427857593,0.0007266933997614911,0.05623469266295344,0.07942301731864512,32,18,71,54,0
0.00038633538183203433,0.0007583166878529743,0.05935131056649535,0.0775992691911377,34,18,71,56,0
0.0004104445579458944,0.0007524416951992532,0.05741902419977441,0.07807474017343642,36,24,66,52,0
0.000412402038836251,0.0006192527548235594,0.05233563573717265,0.06405664566199062,34,20,70,57,0
0.0007147533721411231,0.0006809062884075276,0.09958340943543045,0.08204885421104896,30,32,79,69,1
0.0006789355729861478,0.0006877161487730236,0.09894846736288007,0.08629052675111083,34,26,72,75,1
0.0006755138267475645,0.0006892599937634059,0.0954917316726403,0.08677791705062382,30,26,75,76,1
0.0006918995730915094,0.0007020258984658667,0.09846613755629507,0.08281289063046325,30,24,74,75,1
0.00074912307062798,0.0006946160327461357,0.1027975907271081,0.08038851029605316,30,20,73,70,1
0.000847026940712771,0.0005964725430893082,0.11193452406003238,0.07773319605645714,26,24,70,71,1
0.0007883692784571028,0.0005471975797496874,0.11379710947535543,0.07173097359329898,32,28,70,71,1
0.0007786323552464695,0.0005194497282915647,0.11090294008541661,0.07021618690604088,30,28,67,67,1
0.0007946511877648838,0.0005327606234186922,0.109397132943171,0.06944093591412055,26,32,66,62,1
0.0006950136752711866,0.0005793149269525808,0.09942770146032931,0.06722136489456536,28,24,65,67,1
0.0006689570505551002,0.0005837369547034573,0.09023827592761338,0.06674019551969038,26,28,64,67,1
0.000651570816410815,0.0006596803356690425,0.09462297928322436,0.07232566244677936,36,26,71,61,1
0.0006298995710387915,0.0007134958261483569,0.09622981784226187,0.07927930158765523,38,24,69,67,1
0.000705232990523187,0.0007560202911550778,0.10808763821870393,0.08426382009110069,36,28,70,62,1
0.000792494543927058,0.0008310350000773862,0.12027502779477268,0.08893507563913418,38,26,66,59,1
0.0007913094925333003,0.0008060509629693843,0.10592299315991639,0.08463271513814095,34,24,69,55,1
0.0006974662939267201,0.0006611064354915552,0.09831325134095159,0.07476644380566119,34,24,73,66,1
0.0006252986978995642,0.0006289519228288923,0.0865351122779923,0.0702004610407552,26,26,79,63,1
0.0004984103949143947,0.0006114757821894207,0.07349314946274864,0.06557340547347751,28,26,89,69,1
0.0005014918343198435,0.0004884734065106258,0.07767694879130074,0.06243877904707515,30,24,90,67,1
0.0004888652044303563,0.0005587037303425479,0.07304124001654694,0.06921104287515936,30,20,79,58,1
0.0004955962576176625,0.0005326585978727696,0.07649987559219092,0.06698893769700168,34,20,79,62,1
0.0005506578348865365,0.000606078759441929,0.08390863634502481,0.07443030175086572,34,24,78,67,1
0.0005150844993972127,0.0005891922197508147,0.07716922370437883,0.07443970297122764,36,20,82,64,1
0.0005163634546725468,0.0005378918539562062,0.07646410137105765,0.07001239950133281,32,24,83,69,1
0.0004956651865344761,0.0005115031131342637,0.07218696104114078,0.06887925759365182,38,28,76,71,1
0.00044202903055545767,0.000502005985223215,0.06852583805976523,0.0630151989667537,36,31,76,76,1
0.0004819339498007069,0.0005181500372481055,0.07751204552443719,0.06199672538658127,34,28,74,75,1
0.0005395373068162487,0.0005139202127081063,0.08450055099331215,0.0644625639814794,30,32,72,72,1
0.0005073312137398939,0.0005745104176896802,0.08065819433076453,0.06642872770114377,32,26,76,71,1
0.0004969202594736219,0.0005212290199060343,0.07841823977975479,0.06587388099028771,32,24,78,62,1
0.0004958833791373162,0.0005379492430735261,0.07389379371731125,0.06462895070038366,36,28,75,64,1
